input_raw,input,output,output_raw
"không gian quán khá nhỏ nhưng sạch sẽ, máy lạnh mát","không gian quán khá nhỏ nhưng sạch sẽ , máy lạnh mát",vấn đề khác tốt vì máy lạnh mát và không gian tệ vì không gian nhỏ và không gian tốt vì không gian sạch sẽ,"{RESTAURANT#MISCELLANEOUS,máy lạnh,positive,mát}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}; {AMBIENCE#GENERAL,không gian,positive,sạch sẽ}"
thức ăn đợi hơi lâu do khách đông nên có thể thông cảm được và quan trọng là ngon,thức ăn đợi hơi lâu do khách đông nên có thể thông cảm được và quan trọng là ngon,dịch vụ tệ vì đợi lâu và chất lượng đồ ăn tốt vì thức ăn ngon,"{SERVICE#GENERAL,đợi,negative,lâu}; {FOOD#QUALITY,thức ăn,positive,ngon}"
riêng có món lẩu hải sản mình thấy giá hơi cao không xứng đáng lắm 400k 1 cái điểm trừ vì khu vực rộng nhân viên đi bằng giày partin để giao thức ăn nên nếu khách đông sẽ đợi khá lâu,riêng có món lẩu hải sản mình thấy giá hơi cao không xứng đáng lắm giá tiền num cái điểm trừ vì khu vực rộng nhân viên đi bằng giày partin để giao thức ăn nên nếu khách đông sẽ đợi khá lâu,dịch vụ tệ vì nhân viên lâu và không gian tốt vì khu vực rộng và giá tiền đồ ăn tệ vì giá cao,"{SERVICE#GENERAL,nhân viên,negative,lâu}; {AMBIENCE#GENERAL,khu vực,positive,rộng}; {FOOD#PRICES,giá,negative,cao}"
quán có view khá đẹp nhân viên phục vụ cũng khá ổn mỗi tội chất lượng đồ uống hơi cao so với giá tiền quáa.,quán có quang cảnh khá đẹp nhân viên phục vụ cũng khá ổn mỗi tội chất lượng đồ uống hơi cao so với giá tiền quáa .,dịch vụ tốt vì nhân viên phục vụ khá ổn và giá tiền đồ uống tệ vì chất lượng đồ uống #tệ và địa chỉ tốt vì view đẹp,"{SERVICE#GENERAL,nhân viên phục vụ,positive,khá ổn}; {DRINKS#PRICES,chất lượng đồ uống,negative,null}; {LOCATION#GENERAL,view,positive,đẹp}"
giá thì mình thấy hơi cao nhưng chất lượng món ăn tốt nên cũng không có gì phàn nàn phục vụ cũng nhanh nhẹn,giá thì mình thấy hơi cao nhưng chất lượng món ăn tốt nên cũng không có gì phàn nàn phục vụ cũng nhanh nhẹn,dịch vụ tốt vì phục vụ nhanh nhẹn và chất lượng đồ ăn tốt vì chất lượng món ăn tốt và giá tiền nhà hàng tệ vì giá cao,"{SERVICE#GENERAL,phục vụ,positive,nhanh nhẹn}; {FOOD#QUALITY,chất lượng món ăn,positive,tốt}; {RESTAURANT#PRICES,giá,negative,cao}"
"trình bày đẹp mắt mình thì gọi nước ép thơm để uống nước ép không quá ngọt hơi chua nhưng được cái nhiều, phục vụ thì hơi chậm vì hơi đông khách mình đợi cũng hơi lâu mới có nước","trình bày đẹp mắt mình thì gọi nước ép thơm để uống nước ép không quá ngọt hơi chua nhưng được cái nhiều , phục vụ thì hơi chậm vì hơi đông khách mình đợi cũng hơi lâu mới có nước",dịch vụ tệ vì phục vụ chậm và lựa chọn đồ uống tốt vì trình bày đẹp và chất lượng đồ uống tạm vì nước ép thơm #tạm và lựa chọn đồ uống tốt vì nước ép thơm nhiều và dịch vụ tệ vì đợi lâu,"{SERVICE#GENERAL,phục vụ,negative,chậm}; {DRINKS#STYLE&OPTIONS,trình bày,positive,đẹp}; {DRINKS#QUALITY,nước ép thơm,neutral,null}; {DRINKS#STYLE&OPTIONS,nước ép thơm,positive,nhiều}; {SERVICE#GENERAL,đợi,negative,lâu}"
"giá cả khá rẻ 4 người ăn thả ga hết tầm 6 700k thôi, tráng miệng ổi sau bữa ăn nhìn hơi héo thâm và không ngon mắt","giá cả khá rẻ num người ăn thả ga hết tầm giá tiền thôi , tráng miệng ổi sau bữa ăn nhìn hơi héo thâm và không ngon mắt",chất lượng đồ ăn tệ vì ổi héo thâm và lựa chọn đồ ăn tệ vì ổi không ngon mắt và giá tiền nhà hàng tốt vì giá cả rẻ,"{FOOD#QUALITY,ổi,negative,héo thâm}; {FOOD#STYLE&OPTIONS,ổi,negative,không ngon mắt}; {RESTAURANT#PRICES,giá cả,positive,rẻ}"
quán nhìn bên ngoài khá bình dân nhưng chất lượng món thì cực kỳ cao cấp,quán nhìn bên ngoài khá bình dân nhưng chất lượng món thì cực kỳ cao cấp,chất lượng đồ ăn tốt vì chất lượng món cao cấp và nhà hàng nói chung tạm vì quán bình dân,"{FOOD#QUALITY,chất lượng món,positive,cao cấp}; {RESTAURANT#GENERAL,quán,neutral,bình dân}"
"không gian sáng sủa ấm cúng mặc dù mình cảm thấy có vẻ hơi nhỏ tí, thức uống đa dạng","không gian sáng sủa ấm cúng mặc dù mình cảm thấy có vẻ hơi nhỏ tí , thức uống đa dạng",không gian tốt vì không gian sáng sủa ấm cúng và không gian tệ vì không gian nhỏ và lựa chọn đồ uống tốt vì thức uống đa dạng,"{AMBIENCE#GENERAL,không gian,positive,sáng sủa ấm cúng}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}; {DRINKS#STYLE&OPTIONS,thức uống,positive,đa dạng}"
đồ ăn ngon tuy giá hơi cao nhưng 1 phần khá nhiều 2 người gọi khoảng 3 món là ăn no nê ko gian yên tĩnh thoáng mát,đồ ăn ngon tuy giá hơi cao nhưng num phần khá nhiều num người gọi khoảng num món là ăn no nê không gian yên tĩnh thoáng mát,chất lượng đồ ăn tốt vì đồ ăn ngon và lựa chọn đồ ăn tốt vì nó nhiều và không gian tốt vì ko gian yên tĩnh thoáng mát và giá tiền đồ ăn tệ vì giá cao,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,null,positive,nhiều}; {AMBIENCE#GENERAL,ko gian,positive,yên tĩnh thoáng mát}; {FOOD#PRICES,giá,negative,cao}"
món tôm sống chấm nước mắm và cơm hấp hải sản trái dừa làm mình ghé lại hoài 📍 vị trí nằm ở gần bò lê rô gần cao thắngg nguyễn thị minh khaii,món tôm sống chấm nước mắm và cơm hấp hải sản trái dừa làm mình ghé lại hoài 📍 vị trí nằm ở gần bò lê rô gần cao thắng nguyễn thị minh khai,chất lượng đồ ăn tốt vì tôm sống chấm nước mắm #tốt và chất lượng đồ ăn tốt vì cơm hấp hải sản trái dừa #tốt và địa chỉ tạm vì vị trí #tạm,"{FOOD#QUALITY,tôm sống chấm nước mắm,positive,null}; {FOOD#QUALITY,cơm hấp hải sản trái dừa,positive,null}; {LOCATION#GENERAL,vị trí,neutral,null}"
đồ ăn ngon nhưng nhân viên phụ vụ hơi chậm 1 chút xin thêm nước lẩu đợi rất lâu làm mất hứng lun mình đi ăn 8 ngưoi khoảng 2trieu5 chia ra thì cũng rẻ kêu set family sẽ tiết kiệm hơn ☺️☺️,đồ ăn ngon nhưng nhân viên phụ vụ hơi chậm num chút xin thêm nước lẩu đợi rất lâu làm mất hứng lun mình đi ăn num ngưoi khoảng num trieu num chia ra thì cũng rẻ kêu tập hợp family sẽ tiết kiệm hơn tốt tốt,dịch vụ tệ vì nhân viên phụ vụ chậm và chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền nhà hàng tốt vì nó rẻ,"{SERVICE#GENERAL,nhân viên phụ vụ,negative,chậm}; {FOOD#QUALITY,đồ ăn,positive,ngon}; {RESTAURANT#PRICES,null,positive,rẻ}"
quán rộng thoáng nhân viên nhiệt tình giá cả hơi chát chút xíu nhưng đồ uống rất ngon chất lượng đáng đồng tiền,quán rộng thoáng nhân viên nhiệt tình giá cả hơi chát chút xíu nhưng đồ uống rất ngon chất lượng đáng đồng tiền,dịch vụ tốt vì nhân viên nhiệt tình và giá tiền nhà hàng tệ vì giá cả chát và không gian tốt vì quán rộng thoáng và chất lượng đồ uống tốt vì đồ uống ngon,"{SERVICE#GENERAL,nhân viên,positive,nhiệt tình}; {RESTAURANT#PRICES,giá cả,negative,chát}; {AMBIENCE#GENERAL,quán,positive,rộng thoáng}; {DRINKS#QUALITY,đồ uống,positive,ngon}"
quán cũng khá rộng rãi nhân viên phục vụ cũng ok,quán cũng khá rộng rãi nhân viên phục vụ cũng ok,dịch vụ tạm vì nhân viên phục vụ ok và không gian tốt vì quán rộng rãi,"{SERVICE#GENERAL,nhân viên phục vụ,neutral,ok}; {AMBIENCE#GENERAL,quán,positive,rộng rãi}"
"được bạn dẫn đi ăn ở đây nhân dịp sinh nhật, ăn buffet giá cũng không quá cao nhưng đồ ăn rất ngon, đặc biệt tôm cực kỳ tươi và ngon ,","được bạn dẫn đi ăn ở đây nhân dịp sinh nhật , ăn bufet giá cũng không quá cao nhưng đồ ăn rất ngon , đặc biệt tôm cực kỳ tươi và ngon ,",chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền nhà hàng tạm vì giá không quá cao và lựa chọn đồ ăn tốt vì tôm tươi và chất lượng đồ ăn tốt vì tôm ngon,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {RESTAURANT#PRICES,giá,neutral,không quá cao}; {FOOD#STYLE&OPTIONS,tôm,positive,tươi}; {FOOD#QUALITY,tôm,positive,ngon}"
không gian ở đây thì mình thấy đẹp hơn trên vincom và để xe cũng tiện nữa tuy nhiên phục vụ thì chưa được tốt bằng trên vincom chắc do mới mở nên các bạn phục vụ chưa được training tốt,không gian ở đây thì mình thấy đẹp hơn trên vincom và để xe cũng tiện nữa tuy nhiên phục vụ thì chưa được tốt bằng trên vincom chắc do mới mở nên các bạn phục vụ chưa được training tốt,dịch vụ tạm vì phục vụ chưa được tốt và vấn đề khác tốt vì để xe tiện và không gian tốt vì không gian đẹp,"{SERVICE#GENERAL,phục vụ,neutral,chưa được tốt}; {RESTAURANT#MISCELLANEOUS,để xe,positive,tiện}; {AMBIENCE#GENERAL,không gian,positive,đẹp}"
không gian bày trí khá đơn điệu không ấn tượng gì nhiều nhân viên cũng thân thiện giá cả rẻ thực đơn phong phú cực kì,không gian bày trí khá đơn điệu không ấn tượng gì nhiều nhân viên cũng thân thiện giá cả rẻ thực đơn phong phú cực kì,dịch vụ tốt vì nhân viên thân thiện và lựa chọn đồ ăn tốt vì thực đơn phong phú và giá tiền nhà hàng tốt vì giá cả rẻ và không gian tệ vì không gian đơn điệu,"{SERVICE#GENERAL,nhân viên,positive,thân thiện}; {FOOD#STYLE&OPTIONS,thực đơn,positive,phong phú}; {RESTAURANT#PRICES,giá cả,positive,rẻ}; {AMBIENCE#GENERAL,không gian,negative,đơn điệu}"
nhân viên lịch sự giá cao nhưng đi đôi cùng chất lượng,nhân viên lịch sự giá cao nhưng đi đôi cùng chất lượng,dịch vụ tốt vì nhân viên lịch sự và giá tiền nhà hàng tệ vì giá cao và nhà hàng nói chung tốt vì chất lượng cao,"{SERVICE#GENERAL,nhân viên,positive,lịch sự}; {RESTAURANT#PRICES,giá,negative,cao}; {RESTAURANT#GENERAL,chất lượng,positive,cao}"
đồ uống mình thấy không đặc sắc lắm được mỗi không gian 😅 🌸giá khá cao tầm 35k 45k ly,đồ uống mình thấy không đặc sắc lắm được mỗi không gian tệ tốt khá cao tầm giá tiền giá tiền ly,giá tiền đồ uống tệ vì giá cao và chất lượng đồ uống tạm vì đồ uống #tạm và không gian tốt vì không gian #tốt,"{DRINKS#PRICES,giá,negative,cao}; {DRINKS#QUALITY,đồ uống,neutral,null}; {AMBIENCE#GENERAL,không gian,positive,null}"
"thức ăn thì tạm được, nhưng cũng chưa ngon lắm, thiếu phong phú.","thức ăn thì tạm được , nhưng cũng chưa ngon lắm , thiếu phong phú .",chất lượng đồ ăn tạm vì thức ăn tạm được và chất lượng đồ ăn tạm vì thức ăn chưa ngon và lựa chọn đồ ăn tệ vì thức ăn thiếu phong phú,"{FOOD#QUALITY,thức ăn,neutral,tạm được}; {FOOD#QUALITY,thức ăn,neutral,chưa ngon}; {FOOD#STYLE&OPTIONS,thức ăn,negative,thiếu phong phú}"
đồ ăn dạng đồng quê bình dân có hồ bơi nữa,đồ ăn dạng đồng quê bình dân có hồ bơi nữa,lựa chọn đồ ăn tạm vì đồ ăn bình dân và vấn đề khác tốt vì hồ bơi #tốt,"{FOOD#STYLE&OPTIONS,đồ ăn,neutral,bình dân}; {RESTAURANT#MISCELLANEOUS,hồ bơi,positive,null}"
giá menu khá cao nhưng có khuyến mãi khai trương đến hết 31 12 sale off 20 tổng bill luôn nên tranh thủ,giá thực đơn khá cao nhưng có khuyến mãi khai trương đến hết num sale of num tổng hoá đơn luôn nên tranh thủ,giá tiền nhà hàng tệ vì giá menu cao và vấn đề khác tốt vì khuyến mãi #tốt,"{RESTAURANT#PRICES,giá menu,negative,cao}; {RESTAURANT#MISCELLANEOUS,khuyến mãi,positive,null}"
"cá nhân mình thì thấy giá quá chát, 43k một ly trà sữa chưa có thạch hay trân châu gì mà chất lượng thì không có gì đặc sắc.","cá nhân mình thì thấy giá quá chát , giá tiền một ly trà sữa chưa có thạch hay trân châu gì mà chất lượng thì không có gì đặc sắc .",giá tiền đồ uống tệ vì giá chát và chất lượng đồ uống tạm vì chất lượng #tạm,"{DRINKS#PRICES,giá,negative,chát}; {DRINKS#QUALITY,chất lượng,neutral,null}"
có dẫn theo con nít nữa nên khá ồn nhưng nhân viên ở đây được cái rất nhiệt tình trong việc xắp bàn tư vấn chọn món,có dẫn theo con nít nữa nên khá ồn nhưng nhân viên ở đây được cái rất nhiệt tình trong việc xắp bàn tư vấn chọn món,dịch vụ tốt vì nhân viên nhiệt tình và nhà hàng nói chung tệ vì nó ồn,"{SERVICE#GENERAL,nhân viên,positive,nhiệt tình}; {RESTAURANT#GENERAL,null,negative,ồn}"
món xôi gà tuy nhỏ với ít topping nhưng mà chất lượng mình thấy ngon,món xôi gà tuy nhỏ với ít toping nhưng mà chất lượng mình thấy ngon,lựa chọn đồ ăn tệ vì xôi gà nhỏ và lựa chọn đồ ăn tệ vì topping ít và chất lượng đồ ăn tốt vì chất lượng ngon,"{FOOD#STYLE&OPTIONS,xôi gà,negative,nhỏ}; {FOOD#STYLE&OPTIONS,topping,negative,ít}; {FOOD#QUALITY,chất lượng,positive,ngon}"
nhà hàng thì dễ tìm ấm cúng nhân viên phục vụ tận tình nhưng đồ uống khá ít lựa chọn,nhà hàng thì dễ tìm ấm cúng nhân viên phục vụ tận tình nhưng đồ uống khá ít lựa chọn,dịch vụ tốt vì nhân viên phục vụ tận tình và lựa chọn đồ uống tệ vì đồ uống ít lựa chọn và không gian tốt vì nhà hàng ấm cúng và địa chỉ tốt vì nhà hàng dễ tìm,"{SERVICE#GENERAL,nhân viên phục vụ,positive,tận tình}; {DRINKS#STYLE&OPTIONS,đồ uống,negative,ít lựa chọn}; {AMBIENCE#GENERAL,nhà hàng,positive,ấm cúng}; {LOCATION#GENERAL,nhà hàng,positive,dễ tìm}"
"thức ăn ngon , giá quá chát , buffet 1 ng khoảng 7-800k nhưng được chưa đến 10 món:,<","thức ăn ngon , giá quá chát , bufet num người khoảng giá tiền nhưng được chưa đến num món : , <",chất lượng đồ ăn tốt vì thức ăn ngon và giá tiền nhà hàng tệ vì giá chát và lựa chọn đồ ăn tệ,"{FOOD#QUALITY,thức ăn,positive,ngon}; {RESTAURANT#PRICES,giá,negative,chát}; {FOOD#STYLE&OPTIONS,null,negative,null}"
nói chung đồ ăn thì bình thường nhưng phục vụ thì không được,nói chung đồ ăn thì bình thường nhưng phục vụ thì không được,dịch vụ tệ vì phục vụ không được và chất lượng đồ ăn tạm vì đồ ăn bình thường,"{SERVICE#GENERAL,phục vụ,negative,không được}; {FOOD#QUALITY,đồ ăn,neutral,bình thường}"
quán khá đông đa số toàn người nước ngoài vị trí dễ tìm nhân viên không nhiệt tình lắm lần đầu mình đi order hơi lâu một chút anh nhân viên tỏ vẻ khó chịu khiến mình hơi bực một tí,quán khá đông đa số toàn người nước ngoài vị trí dễ tìm nhân viên không nhiệt tình lắm lần đầu mình đi order hơi lâu một chút anh nhân viên tỏ vẻ khó chịu khiến mình hơi bực một tí,nhà hàng nói chung tạm vì quán đông và dịch vụ tạm vì nhân viên không nhiệt tình và địa chỉ tốt vì vị trí dễ tìm,"{RESTAURANT#GENERAL,quán,neutral,đông}; {SERVICE#GENERAL,nhân viên,neutral,không nhiệt tình}; {LOCATION#GENERAL,vị trí,positive,dễ tìm}"
ăn lần 2 công nhận ở đây bán đồ ăn ngon mà giá rẻ ăn thoải mái lun món cay nóng ruột lun mà ngon có điều từ nhà qua hơi xa nên lâu lâu ms ghé,ăn lần num công nhận ở đây bán đồ ăn ngon mà giá rẻ ăn thoải mái lun món cay nóng ruột lun mà ngon có điều từ nhà qua hơi xa nên lâu lâu ms ghé,chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền đồ ăn tốt vì giá rẻ và lựa chọn đồ ăn tạm vì món cay và địa chỉ tệ vì nó xa,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#PRICES,giá,positive,rẻ}; {FOOD#STYLE&OPTIONS,món,neutral,cay}; {LOCATION#GENERAL,null,negative,xa}"
nói chug trải nghiệm tệ từ đi ăn phải tốn phí gửi xe đến món ăn được cái nhân viên phục vụ nhanh nhẹn nhiệt tình oke thôi 😮‍💨😮‍💨,nói chug trải nghiệm tệ từ đi ăn phải tốn phí gửi xe đến món ăn được cái nhân viên phục vụ nhanh nhẹn nhiệt tình ok thôi 😮‍💨😮‍💨,dịch vụ tốt vì nhân viên phục vụ nhanh nhẹn nhiệt tình và vấn đề khác tệ vì nó tốn phí gửi xe và chất lượng đồ ăn tệ vì món ăn tệ,"{SERVICE#GENERAL,nhân viên phục vụ,positive,nhanh nhẹn nhiệt tình}; {RESTAURANT#MISCELLANEOUS,null,negative,tốn phí gửi xe}; {FOOD#QUALITY,món ăn,negative,tệ}"
cơm chiên nhiều dầu gỏi thì tạm tạm nhưng so với chất lượng thì giá hơi cao,cơm chiên nhiều dầu gỏi thì tạm tạm nhưng so với chất lượng thì giá hơi cao,chất lượng đồ ăn tạm vì gỏi tạm và giá tiền đồ ăn tệ vì giá cao và lựa chọn đồ ăn tệ vì cơm chiên nhiều dầu,"{FOOD#QUALITY,gỏi,neutral,tạm}; {FOOD#PRICES,giá,negative,cao}; {FOOD#STYLE&OPTIONS,cơm chiên,negative,nhiều dầu}"
"về đồ uống thì khá là bình thường giá cả cũng ổn, không khí mát mẻ","về đồ uống thì khá là bình thường giá cả cũng ổn , không khí mát mẻ",giá tiền đồ uống tạm vì đồ uống bình thường và chất lượng đồ uống tạm vì giá cả ổn và không gian tốt vì không khí mát mẻ,"{DRINKS#PRICES,đồ uống,neutral,bình thường}; {DRINKS#QUALITY,giá cả,neutral,ổn}; {AMBIENCE#GENERAL,không khí,positive,mát mẻ}"
"mì ngon và hợp khẩu vị, không gian đẹp, mát mẻ, nhân viên phục vụ tốt nhưng giá cả hơi đắt một chút","mì ngon và hợp khẩu vị , không gian đẹp , mát mẻ , nhân viên phục vụ tốt nhưng giá cả hơi đắt một chút",dịch vụ tốt vì nhân viên phục vụ tốt và chất lượng đồ ăn tốt vì mì ngon và giá tiền nhà hàng tệ vì giá cả đắt và không gian tốt vì không gian mát mẻ,"{SERVICE#GENERAL,nhân viên phục vụ,positive,tốt}; {FOOD#QUALITY,mì,positive,ngon}; {RESTAURANT#PRICES,giá cả,negative,đắt}; {AMBIENCE#GENERAL,không gian,positive,mát mẻ}"
quán không gian khá nhỏ nhưng đồ ăn ngon giá cũng chấp nhận được,quán không gian khá nhỏ nhưng đồ ăn ngon giá cũng chấp nhận được,chất lượng đồ ăn tốt vì đồ ăn ngon và không gian tệ vì không gian nhỏ và giá tiền nhà hàng tạm vì giá chấp nhận được,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}; {RESTAURANT#PRICES,giá,neutral,chấp nhận được}"
côg nhận qán rẻ và ăn được nhưng mà hqa ăn chíp hấp ăn fai con thối đen về tào tháo đuổi 3 lần chưa đỡ mong qán sơ chế đồ kĩ hơn tý,côg nhận qán rẻ và ăn được nhưng mà hqa ăn chíp hấp ăn phải con thối đen về tào tháo đuổi num lần chưa đỡ mong qán sơ chế đồ kĩ hơn tý,giá tiền nhà hàng tốt vì qán rẻ và chất lượng đồ ăn tệ vì chíp hấp thối,"{RESTAURANT#PRICES,qán,positive,rẻ}; {FOOD#QUALITY,chíp hấp,negative,thối}"
đồ ăn cũng ngon khá được nhưng mà thái độ và cách phục vụ của nhân viên k được tốt lắm,đồ ăn cũng ngon khá được nhưng mà thái độ và cách phục vụ của nhân viên không được tốt lắm,dịch vụ tệ vì thái độ k được tốt và dịch vụ tệ vì phục vụ k được tốt và chất lượng đồ ăn tốt vì đồ ăn ngon,"{SERVICE#GENERAL,thái độ,negative,k được tốt}; {SERVICE#GENERAL,phục vụ,negative,k được tốt}; {FOOD#QUALITY,đồ ăn,positive,ngon}"
mặc dù giá hơi cao so với manwah nhưng bù lại thì đồ ăn rất tươi và nhân viên cực kì nice thân thiện nhiệt tình nữa,mặc dù giá hơi cao so với manwah nhưng bù lại thì đồ ăn rất tươi và nhân viên cực kì tốt thân thiện nhiệt tình nữa,dịch vụ tốt vì nhân viên nice thân thiện nhiệt tình và lựa chọn đồ ăn tốt vì đồ ăn tươi và giá tiền nhà hàng tệ vì giá cao,"{SERVICE#GENERAL,nhân viên,positive,nice thân thiện nhiệt tình}; {FOOD#STYLE&OPTIONS,đồ ăn,positive,tươi}; {RESTAURANT#PRICES,giá,negative,cao}"
đồ ăn làm ngon mà mình thấy giá hơi cao quá so với những tiệm chicken khác,đồ ăn làm ngon mà mình thấy giá hơi cao quá so với những tiệm chicken khác,chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền nhà hàng tệ vì giá cao,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {RESTAURANT#PRICES,giá,negative,cao}"
menu có nhiều món mới và ngon phục vụ ổn món ăn không phải đợi lâu,thực đơn có nhiều món mới và ngon phục vụ ổn món ăn không phải đợi lâu,dịch vụ tạm vì phục vụ ổn và chất lượng đồ ăn tốt vì món ngon và lựa chọn đồ ăn tốt vì menu nhiều món mới,"{SERVICE#GENERAL,phục vụ,neutral,ổn}; {FOOD#QUALITY,món,positive,ngon}; {FOOD#STYLE&OPTIONS,menu,positive,nhiều món mới}"
"làm đồ ăn lâu cực luôn, chờ món ăn chỉ muốn về thôi , đồ ăn thì ngon tương đối","làm đồ ăn lâu cực luôn , chờ món ăn chỉ muốn về thôi , đồ ăn thì ngon tương đối",dịch vụ tệ vì làm đồ ăn lâu và chất lượng đồ ăn tốt vì đồ ăn ngon,"{SERVICE#GENERAL,làm đồ ăn,negative,lâu}; {FOOD#QUALITY,đồ ăn,positive,ngon}"
giá cả hơi cao phục vụ nhiệt tình dễ thương,giá cả hơi cao phục vụ nhiệt tình dễ thương,dịch vụ tốt vì phục vụ nhiệt tình dễ thương và giá tiền nhà hàng tệ vì giá cả cao,"{SERVICE#GENERAL,phục vụ,positive,nhiệt tình dễ thương}; {RESTAURANT#PRICES,giá cả,negative,cao}"
giá cả tương đối ổn cơm bò ăn ngon nhưng cơm gà sốt tera ngọt quá,giá cả tương đối ổn cơm bò ăn ngon nhưng cơm gà sốt tera ngọt quá,chất lượng đồ ăn tạm vì cơm bò ngon và giá tiền đồ ăn tạm vì giá cả ổn và lựa chọn đồ ăn tệ vì cơm gà sốt tera ngọt quá,"{FOOD#QUALITY,cơm bò,neutral,ngon}; {FOOD#PRICES,giá cả,neutral,ổn}; {FOOD#STYLE&OPTIONS,cơm gà sốt tera,negative,ngọt quá}"
menu k ngon như menu cũ giá mắc hơn nhưng dc cái nhân viên nhiệt tình không gian tốt cho 9d,thực đơn không ngon như thực đơn cũ giá mắc hơn nhưng được cái nhân viên nhiệt tình không gian tốt cho num d,dịch vụ tốt vì nhân viên nhiệt tình và không gian tốt vì không gian tốt và giá tiền nhà hàng tệ vì giá mắc và chất lượng đồ ăn tệ vì menu k ngon,"{SERVICE#GENERAL,nhân viên,positive,nhiệt tình}; {AMBIENCE#GENERAL,không gian,positive,tốt}; {RESTAURANT#PRICES,giá,negative,mắc}; {FOOD#QUALITY,menu,negative,k ngon}"
nhân viên thân thiện quán có menu đa dạng giá không mắc nhưng đồ uống thì bình thường không xuất sắc,nhân viên thân thiện quán có thực đơn đa dạng giá không mắc nhưng đồ uống thì bình thường không xuất sắc,dịch vụ tốt vì nhân viên thân thiện và lựa chọn đồ ăn tốt vì menu đa dạng và chất lượng đồ uống tạm vì đồ uống bình thường và giá tiền nhà hàng tạm vì giá không mắc,"{SERVICE#GENERAL,nhân viên,positive,thân thiện}; {FOOD#STYLE&OPTIONS,menu,positive,đa dạng}; {DRINKS#QUALITY,đồ uống,neutral,bình thường}; {RESTAURANT#PRICES,giá,neutral,không mắc}"
mỳ thì mình thấy bình thường giá khá chát so với chất lượng đem lại,mỳ thì mình thấy bình thường giá khá chát so với chất lượng đem lại,giá tiền đồ ăn tệ vì giá chát và chất lượng đồ ăn tạm vì mỳ bình thường,"{FOOD#PRICES,giá,negative,chát}; {FOOD#QUALITY,mỳ,neutral,bình thường}"
phải công nhận một điều là đầu bếp ở đây nấu ăn rất là ngon đặc biệt là món đậu bắp xào thịt bê xào lá lốt nhưng điểm trừ là lúc mình đi vs bạn quán có tính bill sai vs lại đồ ăn cũng mắc hơn hồi trk nhiều,phải công nhận một điều là đầu bếp ở đây nấu ăn rất là ngon đặc biệt là món đậu bắp xào thịt bê xào lá lốt nhưng điểm trừ là lúc mình đi với bạn quán có tính hoá đơn sai với lại đồ ăn cũng mắc hơn hồi trk nhiều,chất lượng đồ ăn tốt vì món đậu bắp xào thịt bê xào lá lốt ngon và giá tiền đồ ăn tệ vì đồ ăn mắc và dịch vụ tệ vì tính bill sai và dịch vụ tốt vì nấu ăn ngon,"{FOOD#QUALITY,món đậu bắp xào thịt bê xào lá lốt,positive,ngon}; {FOOD#PRICES,đồ ăn,negative,mắc}; {SERVICE#GENERAL,tính bill,negative,sai}; {SERVICE#GENERAL,nấu ăn,positive,ngon}"
đặc biệt là bia tươi rất ngon có điều ly cũng khá bự nên giá cũng nhỉnh hơn,đặc biệt là bia tươi rất ngon có điều ly cũng khá bự nên giá cũng nhỉnh hơn,lựa chọn đồ uống tốt vì ly bự và chất lượng đồ uống tốt vì bia tươi ngon và giá tiền đồ uống tệ vì giá #tệ,"{DRINKS#STYLE&OPTIONS,ly,positive,bự}; {DRINKS#QUALITY,bia tươi,positive,ngon}; {DRINKS#PRICES,giá,negative,null}"
"đồ ăn không tươi nhưng ngon, nhân viên nhiệt tình, tư vấn tận tâm lần sau sẽ dẫn vợ con đi ăn thêm lần nữa 🤣","đồ ăn không tươi nhưng ngon , nhân viên nhiệt tình , tư vấn tận tâm lần sau sẽ dẫn vợ con đi ăn thêm lần nữa tốt",dịch vụ tốt vì nhân viên nhiệt tình và chất lượng đồ ăn tốt vì đồ ăn ngon và lựa chọn đồ ăn tệ vì đồ ăn không tươi,"{SERVICE#GENERAL,nhân viên,positive,nhiệt tình}; {FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,đồ ăn,negative,không tươi}"
món ăn khá ngon nhưng phục vụ hơi chậm,món ăn khá ngon nhưng phục vụ hơi chậm,dịch vụ tệ vì phục vụ chậm và chất lượng đồ ăn tốt vì món ăn ngon,"{SERVICE#GENERAL,phục vụ,negative,chậm}; {FOOD#QUALITY,món ăn,positive,ngon}"
