input,aop,cap
thấy đồ ăn và lẩu cũng bthg thôi mà đúng là hơi đắt thật num mẹ con ăn kêu thêm cơm ăn bỏ lại gần phân nửa phí cả tiền ra được cái không gian sang chảnh,"{lẩu,bthg,neutral};{không gian,sang chảnh,positive};{đồ ăn,đắt,negative};{đồ ăn,bthg,neutral};{lẩu,đắt,negative}","{FOOD#QUALITY,lẩu,neutral};{AMBIENCE#GENERAL,không gian,positive};{FOOD#PRICES,đồ ăn,negative};{FOOD#QUALITY,đồ ăn,neutral};{FOOD#PRICES,lẩu,negative}"
dù đồ ăn có ok đến đâu thì thái độ vẫn là cái quan trọng chứ,"{thái độ,null,negative};{đồ ăn,ok,neutral}","{SERVICE#GENERAL,thái độ,negative};{FOOD#QUALITY,đồ ăn,neutral}"
bufet sang chảnh giá thì khỏi bàn cãi đắt đỏ được mời đi nên không biết chính xác đồ ăn theo mình là tốt quang cảnh nhìn tuyệt vời không gian nhà hàng sang trọng cỡ mình thì chắc không dám bỏ tiền ra để đi ăn rồi,"{giá,đắt đỏ,negative};{không gian,sang trọng,positive};{buffet,sang chảnh,positive};{view,tuyệt vời,positive}","{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,không gian,positive};{FOOD#STYLE&OPTIONS,buffet,positive};{LOCATION#GENERAL,view,positive}"
tuy nhiên món hàu nước sốt phô mai vừa miệng nhưng con hàu khá nhỏ ăn không đã tệ thêm nữa cái không gian rộng rãi thoải mái nhưng vì mình đi buổi trưa nên nhân viên phục vụ khá lâu có thể do nhà hàng bị quá tải,"{nhân viên phục vụ,lâu,negative};{món hàu nước sốt phô mai,vừa miệng,positive};{con hàu,nhỏ,negative};{không gian,rộng rãi thoải mái,positive}","{SERVICE#GENERAL,nhân viên phục vụ,negative};{FOOD#QUALITY,món hàu nước sốt phô mai,positive};{FOOD#STYLE&OPTIONS,con hàu,negative};{AMBIENCE#GENERAL,không gian,positive}"
quang cảnh đẹp sang trọng đồ ăn phong phú chế biến ok đồ ăn không mắc,"{chế biến,ok,neutral};{đồ ăn,phong phú,positive};{view,đẹp sang trọng,positive};{đồ ăn,không mắc,neutral}","{FOOD#QUALITY,chế biến,neutral};{FOOD#STYLE&OPTIONS,đồ ăn,positive};{LOCATION#GENERAL,view,positive};{FOOD#PRICES,đồ ăn,neutral}"
mocha đá vị nhạt không có gì đặc biệt phù hợp với giá giá tiền capuchino đắng amp khá nóng nhưng bị thích cái ly bây giờ vào kfc chỉ ăn kem lâu lâu gọi thêm thanh cá vì gà ngán lắm rùi,"{cappuchino,null,neutral};{mocha đá,nhạt ko có gì đặc biệt,negative}","{DRINKS#STYLE&OPTIONS,cappuchino,neutral};{DRINKS#QUALITY,mocha đá,negative}"
đồ ăn khá ổn nhưng quán khiến tôi rất bực mình ở khâu phục vụ,"{khâu phục vụ,bực,negative};{đồ ăn,khá ổn,positive}","{SERVICE#GENERAL,khâu phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive}"
giá cả thuộc dạng trung bình cao đi kèm là chất lượng phục vụ tốt tận tình và món ăn ngon,"{chất lượng phục vụ,tốt tận tình,positive};{món ăn,ngon,positive};{giá cả,trung bình cao,negative}","{SERVICE#GENERAL,chất lượng phục vụ,positive};{FOOD#QUALITY,món ăn,positive};{RESTAURANT#PRICES,giá cả,negative}"
nhà hàng sạch đẹp các món ăn rất ít nhân viên cập nhật món đã hết rất chậm cực kỳ chậm nhân viên dọn dẹp chén dĩa đã dùng rồi cũng rất chậm có num số dĩa có vết đen có nhiều lựa chọn khác tốt hơn bufet nơi này,"{nhân viên,chậm,negative};{món ăn,ít,negative};{nhà hàng,sạch đẹp,positive};{dĩa,null,negative}","{SERVICE#GENERAL,nhân viên,negative};{FOOD#STYLE&OPTIONS,món ăn,negative};{AMBIENCE#GENERAL,nhà hàng,positive};{RESTAURANT#MISCELLANEOUS,dĩa,negative}"
không gian quán giản đơn bàn ghế cao và sạch sẽ,"{không gian,giản đơn,neutral};{bàn ghế,cao,positive};{bàn ghế,sạch sẽ,neutral}","{AMBIENCE#GENERAL,không gian,neutral};{RESTAURANT#MISCELLANEOUS,bàn ghế,positive};{RESTAURANT#MISCELLANEOUS,bàn ghế,neutral}"
vì phục vụ tận tình với kgian sang trọng và lịch sự nên giá cả cũng khá cao .,"{phục vụ,tận tình,positive};{giá cả,cao,negative};{kgian,sang trọng,positive};{kgian,lịch sự,positive}","{SERVICE#GENERAL,phục vụ,positive};{RESTAURANT#PRICES,giá cả,negative};{AMBIENCE#GENERAL,kgian,positive};{AMBIENCE#GENERAL,kgian,positive}"
không gian quán hơi nhỏ thích quang cảnh cửa kính nhìn xuống đường phố,"{không gian,nhỏ,negative};{view,thích,positive}","{AMBIENCE#GENERAL,không gian,negative};{LOCATION#GENERAL,view,positive}"
đồ uống khá ngon có cả bánh nữa giá lại học sinh không gian hơi nhỏ,"{bánh,null,neutral};{giá,null,positive};{không gian,nhỏ,negative};{đồ uống,ngon,positive}","{FOOD#QUALITY,bánh,neutral};{RESTAURANT#PRICES,giá,positive};{AMBIENCE#GENERAL,không gian,negative};{DRINKS#QUALITY,đồ uống,positive}"
"đồ ăn mắc so với chất lượng , phục vụ khá chậm , được cái vị trí đẹp","{phục vụ,chậm,negative};{đồ ăn,mắc,negative};{vị trí,đẹp,positive}","{SERVICE#GENERAL,phục vụ,negative};{FOOD#PRICES,đồ ăn,negative};{LOCATION#GENERAL,vị trí,positive}"
lúc ngồi ăn còn đỡ lúc ngồi uống nước muốn gọi thêm cái gì là gọi mấy lần mới có nhân viên tới cái chỗ trang trí nhìn cũng sang cũng đẹp quang cảnh cũng ok mà đồ ăn nước uống và nhân viên quá tệ,"{nhân viên,tệ,negative};{trang trí,đẹp,positive};{nc uống,tệ,negative};{view,ok,neutral};{đồ ăn,tệ,negative};{trang trí,sang,positive}","{SERVICE#GENERAL,nhân viên,negative};{AMBIENCE#GENERAL,trang trí,positive};{DRINKS#QUALITY,nc uống,negative};{LOCATION#GENERAL,view,neutral};{FOOD#QUALITY,đồ ăn,negative};{AMBIENCE#GENERAL,trang trí,positive}"
món ăn ngon xúc xích rất vừa miệng có điều thời gian lên món khá lâu,"{lên món,lâu,negative};{món ăn,ngon,positive};{xúc xích,vừa miệng,positive}","{SERVICE#GENERAL,lên món,negative};{FOOD#QUALITY,món ăn,positive};{FOOD#QUALITY,xúc xích,positive}"
đồ ăn ở hotpot khá ngon hương vị cay xè điểm trừ là phục vụ tệ,"{phục vụ,tệ,negative};{đồ ăn,ngon,positive};{hương vị,cay xè,neutral}","{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive};{FOOD#QUALITY,hương vị,neutral}"
nhà hàng sang trọng giá khá cao lượng thịt khá ít bù lại được chất lượng,"{chất lượng,đc,neutral};{lượng thịt,ít,negative};{giá,cao,negative}","{FOOD#QUALITY,chất lượng,neutral};{FOOD#STYLE&OPTIONS,lượng thịt,negative};{RESTAURANT#PRICES,giá,negative}"
thực đơn nhìn chung phong phú và đa dạng giá cả hơi cao xíu mà chất lượng đồ ăn mình thấy rất ngon hiếm có quán chay nào bán món chay cảm thấy ăn mạnh miệng đến vậy,"{đồ ăn,ngon,positive};{menu,đa dạng,positive};{giá cả,cao,negative};{menu,phong phú,positive}","{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,menu,positive};{RESTAURANT#PRICES,giá cả,negative};{FOOD#STYLE&OPTIONS,menu,positive}"
bò mềm ngon sốt hơi ít và đợi món lâu,"{đợi món,lâu,negative};{bò,mềm ngon,positive};{sốt,ít,negative}","{SERVICE#GENERAL,đợi món,negative};{FOOD#QUALITY,bò,positive};{FOOD#STYLE&OPTIONS,sốt,negative}"
không gian quán ở đây khá rộng quang cảnh trên cao nhưng lần nào mình đến cũng không còn bàn,"{không gian,rộng,positive};{view,null,neutral}","{AMBIENCE#GENERAL,không gian,positive};{LOCATION#GENERAL,view,neutral}"
giá hơi cao tuy nhiên nhà hàng rất đầu tư phần trang trí thích nhất là mỗi bàn đều có bình hoa tươi phục vụ cũng chu đáo,"{phục vụ,chu đáo,positive};{giá,cao,negative};{bình hoa tươi,null,positive};{trang trí,đầu tư,positive}","{SERVICE#GENERAL,phục vụ,positive};{RESTAURANT#PRICES,giá,negative};{RESTAURANT#MISCELLANEOUS,bình hoa tươi,positive};{AMBIENCE#GENERAL,trang trí,positive}"
đắt ăn bình thường hơn chữ bình thường không đáng tiền mình cũng có chút lòng tin bản thân đã thử qua hấu hết các quán phở hủ tiếu nổi tiếng của sài gòn mới dám bình luận như vậy,"{null,bình thường,neutral};{null,đắt,negative}","{RESTAURANT#GENERAL,null,neutral};{RESTAURANT#PRICES,null,negative}"
mọi người nếu muốn ăn lẩu thì nên chọn phần lẩu này cho cả gia đình rất hợp lí về giá và khẩu phần chỉ duy nhất điểm trừ không gian rất bí nếu ful hết bàn ngồi chen chúc nhau nếu num nhóm đông từ num người trở lên thì hơi bất tiện,"{không gian,bí,negative};{giá,hợp lí,positive}","{AMBIENCE#GENERAL,không gian,negative};{FOOD#PRICES,giá,positive}"
ăn tiệc cuối năm với đồng nghiệp kêu món thả ga và giá cực đắt hơn cả giá bufet tôm hùm ở niko tốt nói chung nên ăn thử cho biết món ngon và nhân viên tốt,"{nhân viên,tốt,positive};{món,ngon,positive};{giá,đắt,negative}","{SERVICE#GENERAL,nhân viên,positive};{FOOD#QUALITY,món,positive};{RESTAURANT#PRICES,giá,negative}"
"chật chội , quán đông khủng khiếp , phục vụ chậm tệ tệ đồ ăn tạm ổn , giá đắt hơn các quán khác tệ","{quán,đông,neutral};{phục vụ,chậm,negative};{đồ ăn,tạm ổn,neutral};{giá,đắt,negative};{null,chật chội,negative}","{RESTAURANT#GENERAL,quán,neutral};{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,neutral};{RESTAURANT#PRICES,giá,negative};{RESTAURANT#GENERAL,null,negative}"
"cảm nhận đầu tiên là không gian tuy nhỏ nhưng tương đối thoải mái sạch sẽ , đồ ăn thì đa dạng và ngon","{không gian,nhỏ,negative};{không gian,thoải mái sạch sẽ,positive};{đồ ăn,ngon,positive};{đồ ăn,đa dạng,positive}","{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,không gian,positive};{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,đồ ăn,positive}"
"nhân viên cũgn dễ thương , nhiệt tình tư vấn nhưng món ra hơi lâu nhưng đồ ăn nóng hổi","{nhân viên,dễ thương,positive};{món ra,lâu,negative};{tư vấn,nhiệt tình,positive};{đồ ăn,nóng hổi,positive}","{SERVICE#GENERAL,nhân viên,positive};{SERVICE#GENERAL,món ra,negative};{SERVICE#GENERAL,tư vấn,positive};{FOOD#STYLE&OPTIONS,đồ ăn,positive}"
ăn không ngon như ở vincom nhưng nhân viên phục vụ rất nhiệt tình và vui vẻ,"{nhân viên phục vụ,vui vẻ,positive};{null,không ngon,negative};{nhân viên phục vụ,nhiệt tình,positive}","{SERVICE#GENERAL,nhân viên phục vụ,positive};{FOOD#QUALITY,null,negative};{SERVICE#GENERAL,nhân viên phục vụ,positive}"
ăn ở coco rico rất nhiều lần và luôn hài lòng từ giá cả đồ ăn đến dịch vụ không gian không cầu kì sạch sẽ và yên tĩnh quán đông cũng không bị ồn ào,"{quán,đông,neutral};{giá cả,hài lòng,positive};{không gian,không cầu kì,neutral};{không gian,sạch sẽ,positive};{không gian,yên tĩnh,positive};{service,hài lòng,positive};{đồ ăn,hài lòng,positive}","{RESTAURANT#GENERAL,quán,neutral};{RESTAURANT#PRICES,giá cả,positive};{AMBIENCE#GENERAL,không gian,neutral};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,positive};{SERVICE#GENERAL,service,positive};{FOOD#QUALITY,đồ ăn,positive}"
mặc dù giá cao hơn một chút nhưng mình thấy chấp nhận được vì không gian yên tĩnh và đồ ăn ngon,"{đồ ăn,ngon,positive};{giá,cao,negative};{không gian,yên tĩnh,positive}","{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,không gian,positive}"
rồi mình chọn late matcha để thử nó ngọt lắm luôn mà hình trang trí cũng chưa đẹp lắm tệ giá cả với quán không gian như vầy thì ok rồi,"{không gian,ok,neutral};{latte matcha,ngọt,neutral};{trang trí,chưa đẹp,negative};{giá cả,ok,neutral}","{AMBIENCE#GENERAL,không gian,neutral};{DRINKS#QUALITY,latte matcha,neutral};{DRINKS#STYLE&OPTIONS,trang trí,negative};{RESTAURANT#PRICES,giá cả,neutral}"
dù giá cao nhưng tôi vẫn muốn quay lại vì đồ ăn thức uống ngon trang trí đẹp phù hợp đãi khách,"{đồ ăn,ngon,positive};{giá,cao,negative};{trang trí,đẹp,positive};{thức uống,ngon,positive}","{FOOD#QUALITY,đồ ăn,positive};{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,trang trí,positive};{DRINKS#QUALITY,thức uống,positive}"
vị rất vừa miệng lại có rau và nước chấm ăn kèm giá tiền mà nhiều lắm điểm trừ ở đây là quán ở vị trí khá xa trung tâm thành phố và quán rất đông nên gọi thức ăn phải ngồi chờ khá lâu có khi đến num phút,"{quán,đông,neutral};{ngồi chờ,lâu,negative};{vị,vừa miệng,positive};{null,null,neutral};{null,null,positive};{vị trí,xa trung tâm,negative}","{RESTAURANT#GENERAL,quán,neutral};{SERVICE#GENERAL,ngồi chờ,negative};{FOOD#QUALITY,vị,positive};{FOOD#PRICES,null,neutral};{FOOD#STYLE&OPTIONS,null,positive};{LOCATION#GENERAL,vị trí,negative}"
không gian không rộng lắm nêm nếm ngon giá hơi cao chút nhưng đồ ăn ngon sạch,"{nêm nếm,ngon,positive};{đồ ăn,ngon sạch,positive};{không gian,không rộng,negative};{giá,cao,negative}","{FOOD#QUALITY,nêm nếm,positive};{FOOD#QUALITY,đồ ăn,positive};{AMBIENCE#GENERAL,không gian,negative};{FOOD#PRICES,giá,negative}"
quán cũng rộng rãi sạch sẽ có điều chỗ giữ xe khá nhỏ và chật,"{chỗ giữ xe,nhỏ,negative};{quán,rộng rãi sạch sẽ,positive};{chỗ giữ xe,chật,negative}","{RESTAURANT#MISCELLANEOUS,chỗ giữ xe,negative};{RESTAURANT#GENERAL,quán,positive};{RESTAURANT#MISCELLANEOUS,chỗ giữ xe,negative}"
mình ăn piza thì thấy ok ngon mỗi tội chờ hơi lâu xíu,"{chờ,lâu,negative};{pizza,okie ngon,positive}","{SERVICE#GENERAL,chờ,negative};{FOOD#QUALITY,pizza,positive}"
tìm địa điểm để chụp hình bánh bèo và vô tình thấy quán này trên fody quán nằm trong hẻm khá khó tìm vì bảng hiệu hơi nhỏ nhưng bù lại trang trí bắt mắt dễ thương lắm nha,"{null,khó tìm,negative};{bảng hiệu,nhỏ,negative};{trang trí,bắt mắt dễ thương,positive}","{LOCATION#GENERAL,null,negative};{RESTAURANT#MISCELLANEOUS,bảng hiệu,negative};{AMBIENCE#GENERAL,trang trí,positive}"
nhân viên nhiệt tình nhanh nhẹn còn dễ thương nữa ở đây còn có thêm mc cofe thấy giá hơi cao num,"{nhân viên,nhiệt tình nhanh nhẹn,positive};{giá,cao,negative};{có thêm mc coffee,null,neutral};{nhân viên,dễ thương,positive}","{SERVICE#GENERAL,nhân viên,positive};{RESTAURANT#PRICES,giá,negative};{RESTAURANT#MISCELLANEOUS,có thêm mc coffee,neutral};{SERVICE#GENERAL,nhân viên,positive}"
nhân viên phục vụ nhiệt tình đồ ăn không ngon,"{nhân viên phục vụ,nhiệt tình,positive};{đồ ăn,ko ngon,negative}","{SERVICE#GENERAL,nhân viên phục vụ,positive};{FOOD#QUALITY,đồ ăn,negative}"
"bít tết ăn tạm được , nhân viên phục vụ chậm , order nước uống mà hơn nửa tiếng chưa mang lên , đồ ăn lên không cùng lúc , người ăn trước , người ăn sau ,","{nhân viên phục vụ,chậm,negative};{order nước uống,null,negative};{đồ ăn lên,không cùng lúc,negative};{bít tết,tạm được,neutral}","{SERVICE#GENERAL,nhân viên phục vụ,negative};{SERVICE#GENERAL,order nước uống,negative};{SERVICE#GENERAL,đồ ăn lên,negative};{FOOD#QUALITY,bít tết,neutral}"
"thức ăn ngon , phục vụ chu đáo , giá bình thường","{phục vụ,chu đáo,positive};{thức ăn,ngon,positive};{giá,bình thường,neutral}","{SERVICE#GENERAL,phục vụ,positive};{FOOD#QUALITY,thức ăn,positive};{FOOD#PRICES,giá,neutral}"
quán hơi nhỏ nhưng không gian tạo cảm giác thoải mái,"{không gian,thoải mái,positive};{quán,nhỏ,negative}","{AMBIENCE#GENERAL,không gian,positive};{RESTAURANT#GENERAL,quán,negative}"
đồ ăn ở đây ngon và đáng đồng tiền nhưng nếu nhân viên thế này thì xin là không quay lại,"{nhân viên,null,negative};{đồ ăn,ngon,positive};{null,đáng đồng tiền,positive}","{SERVICE#GENERAL,nhân viên,negative};{FOOD#QUALITY,đồ ăn,positive};{FOOD#PRICES,null,positive}"
đi num người và được tính tiền num người vì đi lúc áp dụng giá tiền đồ ăn tạm ổn thịt đa dạng nhưng thời gian refil món ăn rất lâu nhân viên chậm và khá vô tâm với khác,"{nhân viên,chậm,negative};{đồ ăn,tạm ổn,neutral};{thịt,đa dạng,positive};{thời gian refill món ăn,lâu,negative};{nhân viên,vô tâm,negative}","{SERVICE#GENERAL,nhân viên,negative};{FOOD#QUALITY,đồ ăn,neutral};{FOOD#STYLE&OPTIONS,thịt,positive};{FOOD#STYLE&OPTIONS,thời gian refill món ăn,negative};{SERVICE#GENERAL,nhân viên,negative}"
"nhìn chung đồ ăn ok giá cả tầm trung thôi hk quá đắt , nhà hàng nhật đầu tư không gian","{đồ ăn,ok,neutral};{giá cả,tầm trung,neutral};{không gian,đầu tư,positive}","{FOOD#QUALITY,đồ ăn,neutral};{RESTAURANT#PRICES,giá cả,neutral};{AMBIENCE#GENERAL,không gian,positive}"
"phục vụ nhanh , có món gà chiên xù ngon chỉ có điều nhân viên phục vụ ở đây tai hơi bị điếc thì phải gọi hoài không nghe","{phục vụ,nhanh,positive};{nhân viên phục vụ,null,negative};{món gà chiên xù,ngon,positive}","{SERVICE#GENERAL,phục vụ,positive};{SERVICE#GENERAL,nhân viên phục vụ,negative};{FOOD#QUALITY,món gà chiên xù,positive}"
"không gian quán đẹp , thức uống ngon , các món ăn cũng ngon , đi vào lần đầu hơi khó tìm ,","{món ăn,ngon,positive};{không gian,đẹp,positive};{null,khó tìm,negative};{thức uống,ngon,positive}","{FOOD#QUALITY,món ăn,positive};{AMBIENCE#GENERAL,không gian,positive};{LOCATION#GENERAL,null,negative};{DRINKS#QUALITY,thức uống,positive}"
lần đầu ăn thử ở đây cái đầu tiên muốn nói là vận chuyển rất lâu còn nói đến chất lượng thì không biết khen hay chê nữa,"{chất lượng,null,neutral};{ship,lâu,negative}","{RESTAURANT#GENERAL,chất lượng,neutral};{SERVICE#GENERAL,ship,negative}"
món ăn thay đổi rất đa đạng nhưng nước chấm không ngon như trước,"{nước chấm,ko ngon,negative};{món ăn,đa đạng,positive}","{FOOD#QUALITY,nước chấm,negative};{FOOD#STYLE&OPTIONS,món ăn,positive}"
quán này là mậu mẹ nè đường hơi khó tìm nhưng đến ăn cũng xứng đáng rẻ và ngon,"{null,xứng đáng,positive};{null,ngon,positive};{null,rẻ,positive};{đường,khó tìm,negative}","{RESTAURANT#GENERAL,null,positive};{RESTAURANT#GENERAL,null,positive};{RESTAURANT#PRICES,null,positive};{LOCATION#GENERAL,đường,negative}"
xĩu tăng xĩu down luôn á không gian nhỏ nhưng cực kỳ thoáng mát rộng rãi nhân viên dễ thương nhiệt tình chỗ gửi xe khá hạn chế giá cả khá ổn cho chất lượng nhe tốt tốt đồ ăn num tốt không gian num,"{nhân viên,dễ thương nhiệt tình,positive};{giá cả,khá ổn,positive};{chỗ gửi xe,hạn chế,negative};{không gian,nhỏ,negative};{đồ ăn,null,positive};{không gian,null,neutral};{không gian,thoáng mát rộng rãi,positive}","{SERVICE#GENERAL,nhân viên,positive};{RESTAURANT#PRICES,giá cả,positive};{RESTAURANT#MISCELLANEOUS,chỗ gửi xe,negative};{AMBIENCE#GENERAL,không gian,negative};{FOOD#QUALITY,đồ ăn,positive};{AMBIENCE#GENERAL,không gian,neutral};{AMBIENCE#GENERAL,không gian,positive}"
món ăn cũng tạm nêm nếm không ngon lắm nhưng thành phần thì có vẻ chất lượng,"{món ăn,tạm,neutral};{nêm nếm,không ngon,negative};{thành phần,chất lượng,positive}","{FOOD#QUALITY,món ăn,neutral};{FOOD#QUALITY,nêm nếm,negative};{FOOD#STYLE&OPTIONS,thành phần,positive}"
món ăn ở đây ngon cơ mà thái độ phục vụ của bảo vệ hơi kém,"{thái độ phục vụ,kém,negative};{món ăn,ngon,positive}","{SERVICE#GENERAL,thái độ phục vụ,negative};{FOOD#QUALITY,món ăn,positive}"
"quán được cái mát mẻ , lịch sự , đồ ăn được nhưng cái giá thì không hấp dẫn tẹo nào so với chất lượng món ăn","{đồ ăn,được,neutral};{giá,không hấp dẫn,negative};{quán,mát mẻ,positive};{chất lượng món ăn,null,positive};{quán,lịch sự,positive}","{FOOD#QUALITY,đồ ăn,neutral};{FOOD#PRICES,giá,negative};{RESTAURANT#GENERAL,quán,positive};{FOOD#QUALITY,chất lượng món ăn,positive};{RESTAURANT#GENERAL,quán,positive}"
"cơm ăn khá vừa miệng , ngon và giá cả không quá đắt , giá chỉ dao động từ giá tiền tới giá tiền , quang cảnh lịch sự , văn minh , dễ tìm","{cơm ăn,vừa miện,positive};{view,lịch s,positive};{giá cả,không quá đắt,neutral};{null,dễ tìm,positive};{giá,null,neutral}","{FOOD#QUALITY,cơm ăn,positive};{LOCATION#GENERAL,view,positive};{FOOD#PRICES,giá cả,neutral};{LOCATION#GENERAL,null,positive};{RESTAURANT#PRICES,giá,neutral}"
giá cả hơi cao nhưng đồ ăn chất lượng và đa dạng kimchi rất ngon được refil pachan nhiều lần tốt tốt tốt có điều nay pepsi tươi vị lạ lạ hay sao í mình cảm thấy vậy,"{đồ ăn,chất lượng,positive};{kimchi,ngon,positive};{đồ ăn,đa dạng,positive};{refill pachan,nhiều lần,positive};{giá cả,cao,negative};{pepsi tươi,lạ lạ,neutral}","{FOOD#QUALITY,đồ ăn,positive};{FOOD#QUALITY,kimchi,positive};{FOOD#STYLE&OPTIONS,đồ ăn,positive};{FOOD#STYLE&OPTIONS,refill pachan,positive};{RESTAURANT#PRICES,giá cả,negative};{FOOD#QUALITY,pepsi tươi,neutral}"
về đồ uống mình thấy chỉ có mojito là được còn trà sinh tố nước ép không có gì đặc biệt trang trí của quán đẹp nhiều chi tiết nhưng không rối mắt,"{trà sinh tố nước ép,k có j đặc biệt,negative};{decor,đẹp,positive};{mojito,được,neutral}","{DRINKS#QUALITY,trà sinh tố nước ép,negative};{AMBIENCE#GENERAL,decor,positive};{DRINKS#QUALITY,mojito,neutral}"
"đối với mình thì tập hợp này không được ngon lắm , khối lượng tập hợp thì khá nhiều","{set,ko đc ngon,negative};{khối lượng set,nhiều,positive}","{FOOD#QUALITY,set,negative};{FOOD#STYLE&OPTIONS,khối lượng set,positive}"
nói chung thì num điểm vì không gian không được đẹp lắm,"{không gian,ko được đẹp,negative};{null,9 điểm,positive}","{AMBIENCE#GENERAL,không gian,negative};{RESTAURANT#GENERAL,null,positive}"
thấy quá trời món mới luôn mà cơ sở vật chất cũng có hơi xuống cấp,"{cơ sở vật chất,xuống cấp,negative};{món mới,null,positive}","{RESTAURANT#MISCELLANEOUS,cơ sở vật chất,negative};{FOOD#STYLE&OPTIONS,món mới,positive}"
đồ ăn giá hơi cao nhưng ngon và đậm đà dịch vụ tốt lịch sự nhiệt tình,"{dịch vụ,tốt lịch sự nhiệt tình,positive};{đồ ăn,ngon,positive};{giá,cao,negative};{đồ ăn,đậm đà,positive}","{SERVICE#GENERAL,dịch vụ,positive};{FOOD#QUALITY,đồ ăn,positive};{FOOD#PRICES,giá,negative};{FOOD#QUALITY,đồ ăn,positive}"
không gian thì khỏi phải bàn rùi đồ ăn ăn không ngon gì hết bình thường quá,"{đồ ăn,không ngon,negative};{không gian,null,neutral}","{FOOD#QUALITY,đồ ăn,negative};{AMBIENCE#GENERAL,không gian,neutral}"
"không gian sạch sẽ thoáng mát nằm ngay trên mặt đường nên dễ thấy , phần salad dầu giấm ăn cũng bình thường không có gì đặc sắc","{salad dầu giấm,bình thường,neutral};{không gian,sạch sẽ thoáng mát,positive};{null,ngay trên mặt đường,neutral};{null,dễ thấy,positive}","{FOOD#QUALITY,salad dầu giấm,neutral};{AMBIENCE#GENERAL,không gian,positive};{LOCATION#GENERAL,null,neutral};{LOCATION#GENERAL,null,positive}"
gogi có nhiều món mình thấy ngon nè nhưng mà giá hơi chát tệ,"{món,ngon,positive};{món,nhiều,positive};{giá,chát,negative}","{FOOD#QUALITY,món,positive};{FOOD#STYLE&OPTIONS,món,positive};{FOOD#PRICES,giá,negative}"
món ăn bufet thực sự ngon có nước uống miễn phí kem tráng miệng thời gian lên món vừa không quá lâu không gian nếu bạn đi nhiều người có thể bok phòng riêng rất thoải mái và rất đẹp,"{thời gian lên món,null,neutral};{món ăn buffet,ngon,positive};{kem tráng miệng,null,positive};{phòng riêng,thoải mái,positive};{null,null,positive};{phòng riêng,đẹp,positive}","{SERVICE#GENERAL,thời gian lên món,neutral};{FOOD#QUALITY,món ăn buffet,positive};{FOOD#STYLE&OPTIONS,kem tráng miệng,positive};{RESTAURANT#MISCELLANEOUS,phòng riêng,positive};{AMBIENCE#GENERAL,null,positive};{RESTAURANT#MISCELLANEOUS,phòng riêng,positive}"
bữa mình thèm cari cua quá rủ nhà lại đây ăn cho đỡ nhớ gọi thêm num số món ăn đều ok có cua rang me ăn bình thường đồ ăn lên hơi lâu ngồi chờ mãi hối mãi,"{đồ ăn lên,lâu,negative};{cua rang me,bình thường,neutral};{1 số món ăn,ok,neutral}","{SERVICE#GENERAL,đồ ăn lên,negative};{FOOD#QUALITY,cua rang me,neutral};{FOOD#QUALITY,1 số món ăn,neutral}"
tính tiền ra hoá đơn giá hơi chát so với các quán mình đã thử nhưng thấy xứng đáng hợp lí vì không gian chất lượng cách phục vụ tai day cho mình num trải nghiệm tốt toàn diện,"{chất lượng,tốt,positive};{phục vụ,tốt,positive};{không gian,tốt,positive};{giá,chát,negative}","{RESTAURANT#GENERAL,chất lượng,positive};{SERVICE#GENERAL,phục vụ,positive};{AMBIENCE#GENERAL,không gian,positive};{RESTAURANT#PRICES,giá,negative}"
"phụ vụ ok , đồ ăn cũng ok , món cá hồi bình thường không đặc sắc cho lắm , món bò ngon giá cả rẻ ok , ,","{phụ vụ,ok,neutral};{đồ ăn,ok,neutral};{cá hồi,bình thường,neutral};{bò,ngon,positive};{giá cả,rẻ ok,positive}","{SERVICE#GENERAL,phụ vụ,neutral};{FOOD#QUALITY,đồ ăn,neutral};{FOOD#QUALITY,cá hồi,neutral};{FOOD#QUALITY,bò,positive};{FOOD#PRICES,giá cả,positive}"
chỗ ngồi sát biển quang cảnh đẹp nhưng nước uống ngon và giá khá cao,"{giá,cao,negative};{view,đẹp,positive};{nước uống,ngon,positive};{chỗ ngồi,sát biển,neutral}","{DRINKS#PRICES,giá,negative};{LOCATION#GENERAL,view,positive};{DRINKS#QUALITY,nước uống,positive};{RESTAURANT#MISCELLANEOUS,chỗ ngồi,neutral}"
đồ ăn lên nhanh nhân viên tận tình nhưng món ăn không ngon,"{đồ ăn,lên nhanh,positive};{món ăn,không ngo,negative}","{SERVICE#GENERAL,đồ ăn,positive};{FOOD#QUALITY,món ăn,negative}"
