task,raw_input,input,output,raw_output
acsa,Giá cả thì cũng binh thường chư k đắt 😊.,giá cả thì cũng binh thường chư không đắt tốt .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,Nhưng có điều bánh thì dở tệ <3.,nhưng có điều bánh thì dở tệ < num .,chất lượng đồ ăn tệ,"{FOOD#QUALITY, negative}"
acsa,Tuy nhiên hải sản như mực tôm k tươi cho lắm( có thể là vì mình hơi khó tính).,tuy nhiên hải sản như mực tôm không tươi cho lắm ( có thể là vì mình hơi khó tính ) .,chất lượng đồ ăn tệ,"{FOOD#QUALITY, negative}"
acsa,"Trà lài vs trà olong uống vừa vị mình, không quá ngọt, lớp macchiato béo béo ngon.","trà lài với trà olong uống vừa vị mình , không quá ngọt , lớp machiato béo béo ngon .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Mình gọi phần sườn cây phô mai.,mình gọi phần sườn cây phô mai .,lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,"Điểm cộng:Món ăn ngon, vừa miệng.","điểm cộng : món ăn ngon , vừa miệng .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Lava cake ăn được, không ấn tượng lắm, mặc dù mong đợi ở món này rất nhiều.","lava cake ăn được , không ấn tượng lắm , mặc dù mong đợi ở món này rất nhiều .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,Sẽ ghé quán nữa khi có dịp về Tiên Giang.,sẽ ghé quán nữa khi có dịp về tiên giang .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,Mấy món ăn ngoài như gỏi và đậu hũ cũng khá ngon và lạ miệng.,mấy món ăn ngoài như gỏi và đậu hũ cũng khá ngon và lạ miệng .,chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, positive}"
acsa,Mỗi lần gọi tx gongcha thì p gọi thêm 1p milkfoam nữa thàh double milkfoam v uống mới đã.,mỗi lần gọi thị xã gongcha thì phút gọi thêm num p milkfoam nữa thàh double milkfoam v uống mới đã .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,Mà khuyến mãi cũng thường xuyên có lắm nên yên tâm giá đã đẹp lại càng đẹp hơn.,mà khuyến mãi cũng thường xuyên có lắm nên yên tâm giá đã đẹp lại càng đẹp hơn .,vấn đề khác tốt và giá tiền nhà hàng tốt,"{RESTAURANT#MISCELLANEOUS, positive}, {RESTAURANT#PRICES, positive}"
acsa,"Nhìn chung các món ăn ổn, nhân viên thân thiện.","nhìn chung các món ăn ổn , nhân viên thân thiện .",chất lượng đồ ăn tốt và phục vụ tốt,"{FOOD#QUALITY, positive}, {SERVICE#GENERAL, positive}"
acsa,À nước chấm ở đây lạ ghê lần đầu thấy.,à nước chấm ở đây lạ ghê lần đầu thấy .,lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,"Sảnh dưới rộng rãi, decor xinh xắn, view nhìn chung là đẹp, có cảm giác ấm cúng nữa.","sảnh dưới rộng rãi , trang trí xinh xắn , quang cảnh nhìn chung là đẹp , có cảm giác ấm cúng nữa .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Vì dù mềm, thịt có cảm giác bị hơi bở, và không ngọt mùi.","vì dù mềm , thịt có cảm giác bị hơi bở , và không ngọt mùi .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,Quán C002 còn ngon hơn gấp trăm lần.,quán c num còn ngon hơn gấp trăm lần .,nhà hàng nói chung tệ,"{RESTAURANT#GENERAL, negative}"
acsa,Quán bán cả ngày đến khi nào hết đồ ăn thì quán đóng cửa.,quán bán cả ngày đến khi nào hết đồ ăn thì quán đóng cửa .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}"
acsa,"Lâu lâu ở đây cũng tổ chức các sự kiện rất vui, các bạn có thể lên trang Facebook của họ để xem các sự kiện sắp tới mà họ tổ chức.","lâu lâu ở đây cũng tổ chức các sự kiện rất vui , các bạn có thể lên trang facebok của họ để xem các sự kiện sắp tới mà họ tổ chức .",vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"quán nằm trên đường LHP rất thuận tiện, không gian rộng rãi view đẹp có phòng riêng thích hợp cho tổ chức sự kiện( sinh nhật, họp mặt gia đình bạn bè).","quán nằm trên đường lhp rất thuận tiện , không gian rộng rãi quang cảnh đẹp có phòng riêng thích hợp cho tổ chức sự kiện ( sinh nhật , họp mặt gia đình bạn bè ) .",địa chỉ tốt và không gian tốt và vấn đề khác tốt,"{LOCATION#GENERAL, positive}, {AMBIENCE#GENERAL, positive}, {RESTAURANT#MISCELLANEOUS, positive}"
acsa,Khuyên mọi người nên tránh TRÀ XANH KEM MẶN.,khuyên mọi người nên tránh trà xanh kem mặn .,chất lượng đồ uống tệ,"{DRINKS#QUALITY, negative}"
acsa,☘ Thực đơn:Chỉ 1 loại duy nhất là bán cá 30k.,☘ thực đơn : chỉ num loại duy nhất là bán cá giá tiền .,giá tiền đồ ăn tạm,"{FOOD#PRICES, neutral}"
acsa,"Nhân viên, phục vụ:Vì đông nên chờ hơi lâu, phục vụ cũng chậm đi.","nhân viên , phục vụ : vì đông nên chờ hơi lâu , phục vụ cũng chậm đi .",phục vụ tạm,"{SERVICE#GENERAL, neutral}"
acsa,"Thực sự mà nói nghĩ là giá cả chắc là mắc lắm, nhưng không ngờ giá bình dân vô cùng ó_Ò.","thực sự mà nói nghĩ là giá cả chắc là mắc lắm , nhưng không ngờ giá bình dân vô cùng đó _ ò .",giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}"
acsa,"- Lần đầu tiên đi uống Gongcha Hồ Tùng Mậu, bọn mình uống Trà Oolong trân châu đen và Trà Alisan pudding.","- lần đầu tiên đi uống gongcha hồ tùng mậu , bọn mình uống trà olong trân châu đen và trà alisan puding .",lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Machiato của Koi cũng có 1 lớp kem béo ở trên nhưng lỏng hơn và nhẹ nhàng hơn, kết hợp với vị trà đào hoặc xoài đậm đà và khi uống sẽ rạch miệng ly ra từ 2 đến 3cm.","machiato của koi cũng có num lớp kem béo ở trên nhưng lỏng hơn và nhẹ nhàng hơn , kết hợp với vị trà đào hoặc xoài đậm đà và khi uống sẽ rạch miệng ly ra từ num đến num cm .",chất lượng đồ uống tốt và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,Giá khá ok chỉ từ 15-25 k ăn là siêu no bụng rồi.,giá khá ok chỉ từ giá tiền hông ăn là siêu no bụng rồi .,giá tiền đồ ăn tốt,"{FOOD#PRICES, positive}"
acsa,Khoai tây nghiền ăn hơi giống khoai mỡ.,khoai tây nghiền ăn hơi giống khoai mỡ .,lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,"Bao nhiêu năm hương vị cũng ko thay đổi vẫn cái bánh bao khai khai ấy, cái há cảo bột dày dày ấy mà nay thêm nhiều món hơn lúc trước rồi.","bao nhiêu năm hương vị cũng không thay đổi vẫn cái bánh bao khai khai ấy , cái há cảo bột dày dày ấy mà nay thêm nhiều món hơn lúc trước rồi .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,Quán đông nhưng nhân viên ở đây làm rất nhanh và nhiệt tình luôn.,quán đông nhưng nhân viên ở đây làm rất nhanh và nhiệt tình luôn .,nhà hàng nói chung tạm và phục vụ tốt,"{RESTAURANT#GENERAL, neutral}, {SERVICE#GENERAL, positive}"
acsa,"Đành lấy trà sữa sương sáo ghi 50 % đường mà cái order chỉ có 1 cái có sương sáo, vậy cái này ở đâu ra đã vậy còn ngọt quá mức so với 50 % đường ?","đành lấy trà sữa sương sáo ghi num % đường mà cái order chỉ có num cái có sương sáo , vậy cái này ở đâu ra đã vậy còn ngọt quá mức so với num % đường ?",lựa chọn đồ uống tạm và chất lượng đồ uống tệ,"{DRINKS#STYLE&OPTIONS, neutral}, {DRINKS#QUALITY, negative}"
acsa,"Nhân viên lịch sự, vui vẻ.","nhân viên lịch sự , vui vẻ .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Nói chung thì cứ bao h mag thèm pizza đặc trưng đơn giản dễ ăn k cầu kì như 4p thì cũng hay lại đây ăn lắm vì giá cả cũng rẻ hơn 4p nhiều 👍.,nói chung thì cứ bao giờ mag thèm piza đặc trưng đơn giản dễ ăn không cầu kì như num p thì cũng hay lại đây ăn lắm vì giá cả cũng rẻ hơn num p nhiều tốt .,giá tiền đồ ăn tốt,"{FOOD#PRICES, positive}"
acsa,"Nhân viên cũng khá ok, không gian rộng rãi, mát mẻ.","nhân viên cũng khá ok , không gian rộng rãi , mát mẻ .",phục vụ tốt và không gian tốt,"{SERVICE#GENERAL, positive}, {AMBIENCE#GENERAL, positive}"
acsa,Ngồi gần mình có bàn tổ chức sinh nhật và khi về để quên đồ và được các bạn nhân viên chạy đuổi theo để trả.,ngồi gần mình có bàn tổ chức sinh nhật và khi về để quên đồ và được các bạn nhân viên chạy đuổi theo để trả .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Mình ấn tượng được vài món như gân nai, mì xào thập cẩm( tới quầy yêu cầu nguyên liệu bạn muốn ăn nhé), nem nướng, cà ri, bánh khọt.","mình ấn tượng được vài món như gân nai , mì xào thập cẩm ( tới quầy yêu cầu nguyên liệu bạn muốn ăn nhé ) , nem nướng , cà ri , bánh khọt .",lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,"Hôm ấy mình có gọi một món phô mai chiên, salad cá ngừ với pizza 4 chesses.","hôm ấy mình có gọi một món phô mai chiên , salad cá ngừ với piza num cheses .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,Nay dẫn bồ đi chơi ghé ăn thử mà làm bồ mình thất vọng về quán luôn.,nay dẫn bồ đi chơi ghé ăn thử mà làm bồ mình thất vọng về quán luôn .,nhà hàng nói chung tệ,"{RESTAURANT#GENERAL, negative}"
acsa,xem trên facebook thấy mọi người khen top blade ở đây ngon nên mình cũng gọi thử 1 phần đó kèm sốt tiêu.,xem trên facebok thấy mọi người khen hạng blade ở đây ngon nên mình cũng gọi thử num phần đó kèm sốt tiêu .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Menu của quán rất đa dạng với rất nhiều loại bia rất ngon và đặc biệt là đồ ăn ở đây cũng khá okie á nha.,thực đơn của quán rất đa dạng với rất nhiều loại bia rất ngon và đặc biệt là đồ ăn ở đây cũng khá ok á nha .,lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và lựa chọn đồ uống tốt và chất lượng đồ uống tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, positive}, {DRINKS#QUALITY, positive}"
acsa,Bún bò nước lèo ngon nhưng thịt chế biến vẫn hơi bị mùi.,bún bò nước lèo ngon nhưng thịt chế biến vẫn hơi bị mùi .,chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,Đội ngũ khá hùng hậu nhưng phục vụ không nhanh nhẹn lắm.,đội ngũ khá hùng hậu nhưng phục vụ không nhanh nhẹn lắm .,phục vụ tạm,"{SERVICE#GENERAL, neutral}"
acsa,"Đồ ăn thì không có j đặc sắc đâu, buffet bình dân mà nên mình không đòi hỏi nhiều.","đồ ăn thì không có gì đặc sắc đâu , bufet bình dân mà nên mình không đòi hỏi nhiều .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,"Mình chọn set tổng hợp gồm thịt bò viên, gà và tôm 3 loại sốt kèm thêm cơm trắng 20k gọi riêng ăn cùng.","mình chọn tập hợp tổng hợp gồm thịt bò viên , gà và tôm num loại sốt kèm thêm cơm trắng giá tiền gọi riêng ăn cùng .",lựa chọn đồ ăn tạm và giá tiền đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#PRICES, neutral}"
acsa,"Cảm nhận riêng là đậm vị chát của trà lài, nhưng ít vị sữa.","cảm nhận riêng là đậm vị chát của trà lài , nhưng ít vị sữa .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Ship tận răng luôn quá đã.,vận chuyển tận răng luôn quá đã .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Cô đưa menu cũng nhiệt tình, dễ thương lắm.","cô đưa thực đơn cũng nhiệt tình , dễ thương lắm .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Rồi chưa kể đến các bạn mở nhạc lúc to lúc nhỏ nghe chói hết cả tai đấy ạ :).,rồi chưa kể đến các bạn mở nhạc lúc to lúc nhỏ nghe chói hết cả tai đấy ạ : ) .,vấn đề khác tệ,"{RESTAURANT#MISCELLANEOUS, negative}"
acsa,Nhân viên phục vụ nhanh lẹ.,nhân viên phục vụ nhanh lẹ .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,✨ Vị trí:quán nằm đoạn kim mã nhé ngay trên đường mặt phố luôn a nên là nhìn khá là rõ.,tốt vị trí : quán nằm đoạn kim mã nhé ngay trên đường mặt phố luôn anh nên là nhìn khá là rõ .,địa chỉ tốt,"{LOCATION#GENERAL, positive}"
acsa,Món bắp xào và cơm chiên dương châu rất ngon.,món bắp xào và cơm chiên dương châu rất ngon .,chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,"Nhân viên, thức uống, ĐẶC BIỆT LÀ BINGSUUUUU BINGSUUUU ĐÓOOO là rất okê, khỏi phải chê, hê hê.","nhân viên , thức uống , đặc biệt là bingsu bingsu đóo là rất ok , khỏi phải chê , hê hê .",phục vụ tốt và chất lượng đồ uống tốt,"{SERVICE#GENERAL, positive}, {DRINKS#QUALITY, positive}"
acsa,"Phần trang trí siêu đẹp, nhìn là không nỡ ăn.","phần trang trí siêu đẹp , nhìn là không nỡ ăn .",lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,"Từ đó giờ mình chỉ uống mỗi trà xanh milkfoam thôi, nghe nói các loại trà milkfoam khác cũng ngon lắm, hôm nào có dịp sẽ thử.","từ đó giờ mình chỉ uống mỗi trà xanh milkfoam thôi , nghe nói các loại trà milkfoam khác cũng ngon lắm , hôm nào có dịp sẽ thử .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"🎈chất lượng:các loại bò đều ngon, sốt vị đậm đà, mực giòn thơm ngây ngất( Y) =))) mình hay ăn top blade nhất, cứng cứng tí và có gân nhưng ngon :).","tốt lượng : các loại bò đều ngon , sốt vị đậm đà , mực giòn thơm ngây ngất ( y ) = ) ) ) mình hay ăn hạng blade nhất , cứng cứng tí và có gân nhưng ngon : ) .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,"Trà sữa đậm vị nhưng không hề ngọt gắt, rất ngon.","trà sữa đậm vị nhưng không hề ngọt gắt , rất ngon .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Kết hợp với kem phomai là hoàn hảo khỏi chê.,kết hợp với kem phomai là hoàn hảo khỏi chê .,lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,"Trân châu ngon, giòn sần sật, nhưng trà thì cứ ngang ngang, milkfoam béo nhưng ngán.","trân châu ngon , giòn sần sật , nhưng trà thì cứ ngang ngang , milkfoam béo nhưng ngán .",chất lượng đồ uống tốt và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, positive}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,Nước uống đã liệt kê như trên thì cũng được.,nước uống đã liệt kê như trên thì cũng được .,chất lượng đồ uống tạm,"{DRINKS#QUALITY, neutral}"
acsa,"Mình không ăn phần cơm mà ăn phần miến cua á, mình thích miến hơn.","mình không ăn phần cơm mà ăn phần miến cua á , mình thích miến hơn .",lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,Có bảo vệ giữ xe ở trên hè free.,có bảo vệ giữ xe ở trên hè miễn phí .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"Trân châu cũng ngon không cứng rồi khô, ngon, chất lượng thì sạch sẽ.","trân châu cũng ngon không cứng rồi khô , ngon , chất lượng thì sạch sẽ .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Nói chung là tất cả đều ok.,nói chung là tất cả đều ok .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,Decor bố cục hài hòa.,trang trí bố cục hài hòa .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Trân châu trắng ngon, giòn giòn nữa.","trân châu trắng ngon , giòn giòn nữa .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,Mà hình như giá gốc của cái này là 40k thì phải.,mà hình như giá gốc của cái này là giá tiền thì phải .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,Bánh rocky & frosty mới của Chewy thấy được nhiều người thích lắm.,bánh rocky và frosty mới của chewy thấy được nhiều người thích lắm .,lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,Nhìn chung rau trộn thì ở đây cũng tạm được nhưng về món mì thì quá ngán vì đầu bếp làm nhão quá.,nhìn chung rau trộn thì ở đây cũng tạm được nhưng về món mì thì quá ngán vì đầu bếp làm nhão quá .,chất lượng đồ ăn tệ và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, negative}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,Tóm lại đồ ăn khá là ngấy theo ý kiến cá nhân mình.,tóm lại đồ ăn khá là ngấy theo ý kiến cá nhân mình .,chất lượng đồ ăn tệ,"{FOOD#QUALITY, negative}"
acsa,"Tuy nhiên ly Hot chocolate làm mình hơi hụt hẫng vì nó kì kì, không ngọt cũng không đắng.","tuy nhiên ly nóng chocolate làm mình hơi hụt hẫng vì nó kì kì , không ngọt cũng không đắng .",chất lượng đồ uống tệ,"{DRINKS#QUALITY, negative}"
acsa,"Đồ uống theo mình thấy bình thường nhưng hơi đắt, bánh matcha siêu ngon ăn mềm, mịn.","đồ uống theo mình thấy bình thường nhưng hơi đắt , bánh matcha siêu ngon ăn mềm , mịn .",chất lượng đồ uống tạm và giá tiền đồ uống tệ và chất lượng đồ ăn tốt,"{DRINKS#QUALITY, neutral}, {DRINKS#PRICES, negative}, {FOOD#QUALITY, positive}"
acsa,Giá cũng ổn với thường xuyên bán voucher nên trưa thường cũng đông.,giá cũng ổn với thường xuyên bán voucher nên trưa thường cũng đông .,giá tiền nhà hàng tạm và nhà hàng nói chung tạm,"{RESTAURANT#PRICES, neutral}, {RESTAURANT#GENERAL, neutral}"
acsa,Sẽ ủng hộ quán dài dài luôn nhé.,sẽ ủng hộ quán dài dài luôn nhé .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,Gửi xe có bảo vệ mang đi dùm.,gửi xe có bảo vệ mang đi dùm .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Cá hồi phi lê nướng phô mai:cá hồi hơi khô, phô mai béo béo có vị mặn nên cá không cần ướp chăng 😌.","cá hồi phi lê nướng phô mai : cá hồi hơi khô , phô mai béo béo có vị mặn nên cá không cần ướp chăng tệ .",chất lượng đồ ăn tạm và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, neutral}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,Quán này ngoài bún măng thì còn cháo và miến nữa.,quán này ngoài bún măng thì còn cháo và miến nữa .,lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,Nhân viên vui vẻ dễ chịu.,nhân viên vui vẻ dễ chịu .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Mình mua hộp thập cẩm 30k được tầm 12-13 cục, tổng hợp xíu mại ăn ngon, nhân thịt cắn đã.","mình mua hộp thập cẩm giá tiền được tầm num - num cục , tổng hợp xíu mại ăn ngon , nhân thịt cắn đã .",giá tiền đồ ăn tạm và chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#PRICES, neutral}, {FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,"Dessert đậm vị trà xanh, ngon nhưng ăn đc nửa à, ráng ăn nốt mấy cái thạch, vì vị về sau ngán cực T T.","desert đậm vị trà xanh , ngon nhưng ăn được nửa à , ráng ăn nốt mấy cái thạch , vì vị về sau ngán cực thứ thứ .",chất lượng đồ uống tạm,"{DRINKS#QUALITY, neutral}"
acsa,- mình kết nổ bát đĩa bánh bao cade siêu rẻ 4k nhân như trứng chảy nóng dẻo thơm ngon và bánh bao khoai môn nhân mềm chảy ra huhu.,- mình kết nổ bát đĩa bánh bao cade siêu rẻ giá tiền nhân như trứng chảy nóng dẻo thơm ngon và bánh bao khoai môn nhân mềm chảy ra tệ .,giá tiền đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#PRICES, positive}, {FOOD#QUALITY, positive}"
acsa,Thâc nước trong nhà là điểm nhấn Phong cảnh hữu tình.,thâc nước trong nhà là điểm nhấn phong cảnh hữu tình .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,Rau câu dẻo ở đây ngon tuyệt vời theo cảm nhận riêng ở Cần Thơ chưa thấy chỗ nào làm rau câu dẻo ngon như chỗ này.,rau câu dẻo ở đây ngon tuyệt vời theo cảm nhận riêng ở cần thơ chưa thấy chỗ nào làm rau câu dẻo ngon như chỗ này .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,- Quán là nơi ăn hàng quen thuộc từ năm nhất sang năm 4.,- quán là nơi ăn hàng quen thuộc từ năm nhất sang năm num .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"Mình đi 10 người gọi 3 pizza, 3 mỳ Ý, 2 salad kèm đồ uống.","mình đi num người gọi num piza , num mỳ ý , num salad kèm đồ uống .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,Vs giá nvay thì khá ok rồi.,với giá nvay thì khá ok rồi .,giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}"
acsa,Giá cả:thấy cũng hợp lý.,giá cả : thấy cũng hợp lý .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,"📍Bún cá Hạnh béo, Số 30 Nguyễn Thái Học, Ba Đình, Hà Nội.","📍bún cá hạnh béo , số num nguyễn thái học , ba đình , hà nội .",địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,So với mặt bằng chung thì cũng k quá đắt.,so với mặt bằng chung thì cũng không quá đắt .,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
acsa,Nhờ có chảo nóng nên trứng sẽ chin luôn chữ ko hề tanh hay sống đâu nhé 😀.,nhờ có chảo nóng nên trứng sẽ chin luôn chữ không hề tanh hay sống đâu nhé tốt .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Quán trên đường Trần Quốc Hoàn, dễ nhìn, dễ tìm vì to và sáng choang ở đấy mà.","quán trên đường trần quốc hoàn , dễ nhìn , dễ tìm vì to và sáng choang ở đấy mà .",địa chỉ tốt và không gian tốt,"{LOCATION#GENERAL, positive}, {AMBIENCE#GENERAL, positive}"
acsa,"Góc phố hàng bông, lương văn can chắc hẳn ai cũng đi qua 1 lần rồi.","góc phố hàng bông , lương văn can chắc hẳn ai cũng đi qua num lần rồi .",địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,Quán có nước là lạ.,quán có nước là lạ .,lựa chọn đồ uống tốt,"{DRINKS#STYLE&OPTIONS, positive}"
acsa,Chiếc burger trông đầy đặn và ngon miệng.,chiếc burger trông đầy đặn và ngon miệng .,lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,Các món có sẵn thì không mấy đặc sắc lắm.,các món có sẵn thì không mấy đặc sắc lắm .,chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,"Được cái quán có gu nhạc sến trữ tình, lâu lâu nghe cũng khá chill.","được cái quán có gu nhạc sến trữ tình , lâu lâu nghe cũng khá chil .",vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,"- Cá, bò viên chiên( 12 k):lần nào mình ghé cũng kêu món này, mình ghiền cá viên ở đây.","- cá , bò viên chiên ( giá tiền hông ) : lần nào mình ghé cũng kêu món này , mình ghiền cá viên ở đây .",giá tiền đồ ăn tạm và lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#PRICES, neutral}, {FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, positive}"
acsa,"Không gian đẹp, đèn vàng nhìn không khí ấm cúng, sang trọng.","không gian đẹp , đèn vàng nhìn không khí ấm cúng , sang trọng .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,25k với chiếc bánh mì này thì khá là ổn 👍.,giá tiền với chiếc bánh mì này thì khá là ổn tốt .,giá tiền đồ ăn tốt,"{FOOD#PRICES, positive}"
acsa,Chắc chắn là khi nào có tâm trạng vui vẻ và muốn tự thưởng thì mình sẽ ghé lại quán tiếp.,chắc chắn là khi nào có tâm trạng vui vẻ và muốn tự thưởng thì mình sẽ ghé lại quán tiếp .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"Quán nhân viên phục vụ tệ, không còn gì để nói.","quán nhân viên phục vụ tệ , không còn gì để nói .",phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,Giá cả hợp lí phải chăng 😘😘.,giá cả hợp lí phải chăng tốt tốt .,giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}"
acsa,Uống cafe giữa vườn hồng cũng lãng mạn lắm đó.,uống cafe giữa vườn hồng cũng lãng mạn lắm đó .,không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Cả 2 đều ngon, đế mỏng, giòn, nóng, salad cũng ngon mà hơi ít.","cả num đều ngon , đế mỏng , giòn , nóng , salad cũng ngon mà hơi ít .",lựa chọn đồ ăn tệ và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, negative}, {FOOD#QUALITY, positive}"
acsa,"- Hàng mới mở nên có lẽ menu chưa full thì phải, chứ cơ sở Thái Hà mình cảm giác nhiều món hơn.","- hàng mới mở nên có lẽ thực đơn chưa ful thì phải , chứ cơ sở thái hà mình cảm giác nhiều món hơn .",lựa chọn đồ uống tạm và lựa chọn đồ ăn tạm,"{DRINKS#STYLE&OPTIONS, neutral}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,Giá tầm 50-100 k các món có nha !,giá tầm giá tiền hông các món có nha !,giá tiền nhà hàng tạm,"{RESTAURANT#PRICES, neutral}"
